Rule,Pattern,Rel_B_to_A,Rel_B_to_C,Rel_A_to_C,Rel_C_to_A,Count,Body_Count,Support,Confidence
"greatGrandmotherOf(B,A) ∧ greatGrandmotherOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[greatGrandmotherOf]B→[greatGrandmotherOf]C ⇒ A↔[brotherOf,brotherOf]C",greatGrandmotherOf,greatGrandmotherOf,brotherOf,brotherOf,106,955,0.007669488459590478,0.11099476439790576
"greatGrandfatherOf(B,A) ∧ greatGrandfatherOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[greatGrandfatherOf]B→[greatGrandfatherOf]C ⇒ A↔[brotherOf,brotherOf]C",greatGrandfatherOf,greatGrandfatherOf,brotherOf,brotherOf,106,955,0.007669488459590478,0.11099476439790576
"secondUncleOf(B,A) ∧ secondUncleOf(B,C) → sisterOf(A,C) ∧ brotherOf(C,A)","A←[secondUncleOf]B→[secondUncleOf]C ⇒ A↔[sisterOf,brotherOf]C",secondUncleOf,secondUncleOf,sisterOf,brotherOf,12,109,0.0008682439765574126,0.11009174311926606
"secondUncleOf(B,A) ∧ secondUncleOf(B,C) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[secondUncleOf]B→[secondUncleOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",secondUncleOf,secondUncleOf,girlCousinOf,girlCousinOf,12,109,0.0008682439765574126,0.11009174311926606
"auntOf(B,A) ∧ auntOf(B,C) → brotherOf(A,C) ∧ sisterOf(C,A)","A←[auntOf]B→[auntOf]C ⇒ A↔[brotherOf,sisterOf]C",auntOf,auntOf,brotherOf,sisterOf,84,766,0.006077707835901888,0.10966057441253264
"greatAuntOf(B,A) ∧ greatAuntOf(B,C) → brotherOf(A,C) ∧ sisterOf(C,A)","A←[greatAuntOf]B→[greatAuntOf]C ⇒ A↔[brotherOf,sisterOf]C",greatAuntOf,greatAuntOf,brotherOf,sisterOf,43,393,0.003111207582664062,0.10941475826972011
"greatAuntOf(B,A) ∧ greatAuntOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[greatAuntOf]B→[greatAuntOf]C ⇒ A↔[brotherOf,brotherOf]C",greatAuntOf,greatAuntOf,brotherOf,brotherOf,43,393,0.003111207582664062,0.10941475826972011
"secondAuntOf(B,A) ∧ secondAuntOf(B,C) → sisterOf(A,C) ∧ brotherOf(C,A)","A←[secondAuntOf]B→[secondAuntOf]C ⇒ A↔[sisterOf,brotherOf]C",secondAuntOf,secondAuntOf,sisterOf,brotherOf,15,138,0.0010853049706967658,0.10869565217391304
"greatAuntOf(B,A) ∧ auntOf(B,C) → nieceOf(A,C) ∧ auntOf(C,A)","A←[greatAuntOf]B→[auntOf]C ⇒ A↔[nieceOf,auntOf]C",greatAuntOf,auntOf,nieceOf,auntOf,102,941,0.007380073800738007,0.10839532412327312
"greatAuntOf(B,A) ∧ greatAuntOf(B,C) → girlCousinOf(A,C) ∧ boyCousinOf(C,A)","A←[greatAuntOf]B→[greatAuntOf]C ⇒ A↔[girlCousinOf,boyCousinOf]C",greatAuntOf,greatAuntOf,girlCousinOf,boyCousinOf,42,393,0.003038853917950944,0.10687022900763359
"greatGrandmotherOf(B,A) ∧ greatGrandmotherOf(B,C) → brotherOf(A,C) ∧ sisterOf(C,A)","A←[greatGrandmotherOf]B→[greatGrandmotherOf]C ⇒ A↔[brotherOf,sisterOf]C",greatGrandmotherOf,greatGrandmotherOf,brotherOf,sisterOf,102,955,0.007380073800738007,0.1068062827225131
"greatGrandfatherOf(B,A) ∧ greatGrandfatherOf(B,C) → brotherOf(A,C) ∧ sisterOf(C,A)","A←[greatGrandfatherOf]B→[greatGrandfatherOf]C ⇒ A↔[brotherOf,sisterOf]C",greatGrandfatherOf,greatGrandfatherOf,brotherOf,sisterOf,102,955,0.007380073800738007,0.1068062827225131
"greatGrandfatherOf(B,A) ∧ greatGrandfatherOf(B,C) → girlCousinOf(A,C) ∧ boyCousinOf(C,A)","A←[greatGrandfatherOf]B→[greatGrandfatherOf]C ⇒ A↔[girlCousinOf,boyCousinOf]C",greatGrandfatherOf,greatGrandfatherOf,girlCousinOf,boyCousinOf,101,955,0.0073077201360248895,0.10575916230366492
"greatGrandmotherOf(B,A) ∧ greatGrandmotherOf(B,C) → girlCousinOf(A,C) ∧ boyCousinOf(C,A)","A←[greatGrandmotherOf]B→[greatGrandmotherOf]C ⇒ A↔[girlCousinOf,boyCousinOf]C",greatGrandmotherOf,greatGrandmotherOf,girlCousinOf,boyCousinOf,101,955,0.0073077201360248895,0.10575916230366492
"grandmotherOf(B,A) ∧ grandmotherOf(B,C) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[grandmotherOf]B→[grandmotherOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",grandmotherOf,grandmotherOf,girlCousinOf,girlCousinOf,118,1128,0.008537732436147891,0.10460992907801418
"grandfatherOf(B,A) ∧ grandfatherOf(B,C) → girlCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[grandfatherOf]B→[grandfatherOf]C ⇒ A↔[girlCousinOf,girlCousinOf]C",grandfatherOf,grandfatherOf,girlCousinOf,girlCousinOf,118,1128,0.008537732436147891,0.10460992907801418
"boySecondCousinOf(B,A) ∧ boyFirstCousinOnceRemovedOf(B,C) → nephewOf(A,C) ∧ uncleOf(C,A)","A←[boySecondCousinOf]B→[boyFirstCousinOnceRemovedOf]C ⇒ A↔[nephewOf,uncleOf]C",boySecondCousinOf,boyFirstCousinOnceRemovedOf,nephewOf,uncleOf,18,176,0.001302365964836119,0.10227272727272728
"secondAuntOf(B,A) ∧ girlCousinOf(B,C) → nieceOf(A,C) ∧ auntOf(C,A)","A←[secondAuntOf]B→[girlCousinOf]C ⇒ A↔[nieceOf,auntOf]C",secondAuntOf,girlCousinOf,nieceOf,auntOf,54,530,0.003907097894508357,0.1018867924528302
"girlCousinOf(B,A) ∧ girlCousinOf(B,C) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[girlCousinOf]B→[girlCousinOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",girlCousinOf,girlCousinOf,boyCousinOf,girlCousinOf,61,602,0.004413573547500181,0.10132890365448505
