Rule,Pattern,Relation1,Relation2,Rel_A_to_C,Rel_C_to_A,Count,Body_Count,Support,Confidence
"girlFirstCousinOnceRemovedOf(A,B) ∧ girlCousinOf(C,B) → daughterOf(A,C) ∧ motherOf(C,A)","A→[girlFirstCousinOnceRemovedOf]B←[girlCousinOf]C ⇒ A↔[daughterOf,motherOf]C",girlFirstCousinOnceRemovedOf,girlCousinOf,daughterOf,motherOf,29,103,0.002098256276680414,0.2815533980582524
"girlSecondCousinOf(A,B) ∧ boySecondCousinOf(C,B) → girlSecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A→[girlSecondCousinOf]B←[boySecondCousinOf]C ⇒ A↔[girlSecondCousinOf,boySecondCousinOf]C",girlSecondCousinOf,boySecondCousinOf,girlSecondCousinOf,boySecondCousinOf,5,18,0.0003617683235655886,0.2777777777777778
"grandsonOf(A,B) ∧ greatGranddaughterOf(C,B) → fatherOf(A,C) ∧ daughterOf(C,A)","A→[grandsonOf]B←[greatGranddaughterOf]C ⇒ A↔[fatherOf,daughterOf]C",grandsonOf,greatGranddaughterOf,fatherOf,daughterOf,96,348,0.006945951812459301,0.27586206896551724
"sisterOf(A,B) ∧ nephewOf(C,B) → motherOf(A,C) ∧ sonOf(C,A)","A→[sisterOf]B←[nephewOf]C ⇒ A↔[motherOf,sonOf]C",sisterOf,nephewOf,motherOf,sonOf,84,307,0.006077707835901888,0.2736156351791531
"girlCousinOf(A,B) ∧ auntOf(C,B) → daughterOf(A,C) ∧ motherOf(C,A)","A→[girlCousinOf]B←[auntOf]C ⇒ A↔[daughterOf,motherOf]C",girlCousinOf,auntOf,daughterOf,motherOf,67,247,0.004847695535778887,0.27125506072874495
"secondAuntOf(A,B) ∧ secondUncleOf(C,B) → girlCousinOf(A,C) ∧ boyCousinOf(C,A)","A→[secondAuntOf]B←[secondUncleOf]C ⇒ A↔[girlCousinOf,boyCousinOf]C",secondAuntOf,secondUncleOf,girlCousinOf,boyCousinOf,32,118,0.002315317270819767,0.2711864406779661
"secondAuntOf(A,B) ∧ greatAuntOf(C,B) → daughterOf(A,C) ∧ motherOf(C,A)","A→[secondAuntOf]B←[greatAuntOf]C ⇒ A↔[daughterOf,motherOf]C",secondAuntOf,greatAuntOf,daughterOf,motherOf,24,90,0.0017364879531148252,0.26666666666666666
"girlSecondCousinOf(A,B) ∧ secondAuntOf(C,B) → daughterOf(A,C) ∧ motherOf(C,A)","A→[girlSecondCousinOf]B←[secondAuntOf]C ⇒ A↔[daughterOf,motherOf]C",girlSecondCousinOf,secondAuntOf,daughterOf,motherOf,12,45,0.0008682439765574126,0.26666666666666666
"grandsonOf(A,B) ∧ greatGrandsonOf(C,B) → fatherOf(A,C) ∧ sonOf(C,A)","A→[grandsonOf]B←[greatGrandsonOf]C ⇒ A↔[fatherOf,sonOf]C",grandsonOf,greatGrandsonOf,fatherOf,sonOf,100,388,0.007235366471311772,0.25773195876288657
"nieceOf(A,B) ∧ brotherOf(C,B) → daughterOf(A,C) ∧ fatherOf(C,A)","A→[nieceOf]B←[brotherOf]C ⇒ A↔[daughterOf,fatherOf]C",nieceOf,brotherOf,daughterOf,fatherOf,83,328,0.006005354171188771,0.2530487804878049
"girlFirstCousinOnceRemovedOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → girlSecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A→[girlFirstCousinOnceRemovedOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A↔[girlSecondCousinOf,boySecondCousinOf]C",girlFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,girlSecondCousinOf,boySecondCousinOf,15,60,0.0010853049706967658,0.25
"girlCousinOf(A,B) ∧ uncleOf(C,B) → daughterOf(A,C) ∧ fatherOf(C,A)","A→[girlCousinOf]B←[uncleOf]C ⇒ A↔[daughterOf,fatherOf]C",girlCousinOf,uncleOf,daughterOf,fatherOf,51,207,0.0036900369003690036,0.2463768115942029
"greatUncleOf(A,B) ∧ secondUncleOf(C,B) → fatherOf(A,C) ∧ sonOf(C,A)","A→[greatUncleOf]B←[secondUncleOf]C ⇒ A↔[fatherOf,sonOf]C",greatUncleOf,secondUncleOf,fatherOf,sonOf,17,69,0.0012300123001230013,0.2463768115942029
"nieceOf(A,B) ∧ sisterOf(C,B) → daughterOf(A,C) ∧ motherOf(C,A)","A→[nieceOf]B←[sisterOf]C ⇒ A↔[daughterOf,motherOf]C",nieceOf,sisterOf,daughterOf,motherOf,72,295,0.005209463859344476,0.2440677966101695
"secondUncleOf(A,B) ∧ boySecondCousinOf(C,B) → fatherOf(A,C) ∧ sonOf(C,A)","A→[secondUncleOf]B←[boySecondCousinOf]C ⇒ A↔[fatherOf,sonOf]C",secondUncleOf,boySecondCousinOf,fatherOf,sonOf,9,38,0.0006511829824180595,0.23684210526315788
"greatUncleOf(A,B) ∧ secondAuntOf(C,B) → fatherOf(A,C) ∧ daughterOf(C,A)","A→[greatUncleOf]B←[secondAuntOf]C ⇒ A↔[fatherOf,daughterOf]C",greatUncleOf,secondAuntOf,fatherOf,daughterOf,14,61,0.0010129513059836481,0.22950819672131148
"greatGrandsonOf(A,B) ∧ granddaughterOf(C,B) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A→[greatGrandsonOf]B←[granddaughterOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondAuntOf]C",greatGrandsonOf,granddaughterOf,boyFirstCousinOnceRemovedOf,secondAuntOf,106,462,0.007669488459590478,0.22943722943722944
"girlSecondCousinOf(A,B) ∧ secondUncleOf(C,B) → daughterOf(A,C) ∧ fatherOf(C,A)","A→[girlSecondCousinOf]B←[secondUncleOf]C ⇒ A↔[daughterOf,fatherOf]C",girlSecondCousinOf,secondUncleOf,daughterOf,fatherOf,12,53,0.0008682439765574126,0.22641509433962265
"girlFirstCousinOnceRemovedOf(A,B) ∧ girlCousinOf(C,B) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A→[girlFirstCousinOnceRemovedOf]B←[girlCousinOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondAuntOf]C",girlFirstCousinOnceRemovedOf,girlCousinOf,girlFirstCousinOnceRemovedOf,secondAuntOf,23,103,0.0016641342884017075,0.22330097087378642
"greatGrandsonOf(A,B) ∧ grandsonOf(C,B) → sonOf(A,C) ∧ fatherOf(C,A)","A→[greatGrandsonOf]B←[grandsonOf]C ⇒ A↔[sonOf,fatherOf]C",greatGrandsonOf,grandsonOf,sonOf,fatherOf,98,448,0.007090659141885536,0.21875
"girlCousinOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → secondAuntOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[girlCousinOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A↔[secondAuntOf,boyFirstCousinOnceRemovedOf]C",girlCousinOf,boyFirstCousinOnceRemovedOf,secondAuntOf,boyFirstCousinOnceRemovedOf,28,129,0.0020259026119672963,0.21705426356589147
"secondUncleOf(A,B) ∧ secondAuntOf(C,B) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A→[secondUncleOf]B←[secondAuntOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",secondUncleOf,secondAuntOf,boyCousinOf,girlCousinOf,16,74,0.0011576586354098836,0.21621621621621623
"uncleOf(A,B) ∧ girlCousinOf(C,B) → fatherOf(A,C) ∧ daughterOf(C,A)","A→[uncleOf]B←[girlCousinOf]C ⇒ A↔[fatherOf,daughterOf]C",uncleOf,girlCousinOf,fatherOf,daughterOf,28,131,0.0020259026119672963,0.21374045801526717
"boyCousinOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → secondUncleOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[boyCousinOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A↔[secondUncleOf,girlFirstCousinOnceRemovedOf]C",boyCousinOf,girlFirstCousinOnceRemovedOf,secondUncleOf,girlFirstCousinOnceRemovedOf,21,100,0.001519426958975472,0.21
"secondUncleOf(A,B) ∧ greatAuntOf(C,B) → sonOf(A,C) ∧ motherOf(C,A)","A→[secondUncleOf]B←[greatAuntOf]C ⇒ A↔[sonOf,motherOf]C",secondUncleOf,greatAuntOf,sonOf,motherOf,10,48,0.0007235366471311772,0.20833333333333334
"granddaughterOf(A,B) ∧ daughterOf(C,B) → daughterOf(A,C) ∧ motherOf(C,A)","A→[granddaughterOf]B←[daughterOf]C ⇒ A↔[daughterOf,motherOf]C",granddaughterOf,daughterOf,daughterOf,motherOf,58,283,0.004196512553360828,0.2049469964664311
"granddaughterOf(A,B) ∧ greatGranddaughterOf(C,B) → motherOf(A,C) ∧ daughterOf(C,A)","A→[granddaughterOf]B←[greatGranddaughterOf]C ⇒ A↔[motherOf,daughterOf]C",granddaughterOf,greatGranddaughterOf,motherOf,daughterOf,86,420,0.006222415165328124,0.20476190476190476
"granddaughterOf(A,B) ∧ greatGranddaughterOf(C,B) → secondAuntOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[granddaughterOf]B←[greatGranddaughterOf]C ⇒ A↔[secondAuntOf,girlFirstCousinOnceRemovedOf]C",granddaughterOf,greatGranddaughterOf,secondAuntOf,girlFirstCousinOnceRemovedOf,86,420,0.006222415165328124,0.20476190476190476
"boyFirstCousinOnceRemovedOf(A,B) ∧ boyCousinOf(C,B) → sonOf(A,C) ∧ fatherOf(C,A)","A→[boyFirstCousinOnceRemovedOf]B←[boyCousinOf]C ⇒ A↔[sonOf,fatherOf]C",boyFirstCousinOnceRemovedOf,boyCousinOf,sonOf,fatherOf,29,144,0.002098256276680414,0.2013888888888889
"greatGrandsonOf(A,B) ∧ grandsonOf(C,B) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A→[greatGrandsonOf]B←[grandsonOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondUncleOf]C",greatGrandsonOf,grandsonOf,boyFirstCousinOnceRemovedOf,secondUncleOf,90,448,0.006511829824180595,0.20089285714285715
"greatGranddaughterOf(A,B) ∧ grandsonOf(C,B) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A→[greatGranddaughterOf]B←[grandsonOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondUncleOf]C",greatGranddaughterOf,grandsonOf,girlFirstCousinOnceRemovedOf,secondUncleOf,102,526,0.007380073800738007,0.19391634980988592
"granddaughterOf(A,B) ∧ greatGrandsonOf(C,B) → motherOf(A,C) ∧ sonOf(C,A)","A→[granddaughterOf]B←[greatGrandsonOf]C ⇒ A↔[motherOf,sonOf]C",granddaughterOf,greatGrandsonOf,motherOf,sonOf,92,476,0.00665653715360683,0.19327731092436976
"grandsonOf(A,B) ∧ greatGrandsonOf(C,B) → secondUncleOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[grandsonOf]B←[greatGrandsonOf]C ⇒ A↔[secondUncleOf,boyFirstCousinOnceRemovedOf]C",grandsonOf,greatGrandsonOf,secondUncleOf,boyFirstCousinOnceRemovedOf,74,388,0.005354171188770711,0.19072164948453607
"granddaughterOf(A,B) ∧ greatGrandsonOf(C,B) → secondAuntOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[granddaughterOf]B←[greatGrandsonOf]C ⇒ A↔[secondAuntOf,boyFirstCousinOnceRemovedOf]C",granddaughterOf,greatGrandsonOf,secondAuntOf,boyFirstCousinOnceRemovedOf,90,476,0.006511829824180595,0.18907563025210083
"girlSecondCousinOf(A,B) ∧ secondUncleOf(C,B) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A→[girlSecondCousinOf]B←[secondUncleOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondUncleOf]C",girlSecondCousinOf,secondUncleOf,girlFirstCousinOnceRemovedOf,secondUncleOf,10,53,0.0007235366471311772,0.18867924528301888
"boyCousinOf(A,B) ∧ auntOf(C,B) → sonOf(A,C) ∧ motherOf(C,A)","A→[boyCousinOf]B←[auntOf]C ⇒ A↔[sonOf,motherOf]C",boyCousinOf,auntOf,sonOf,motherOf,32,172,0.002315317270819767,0.18604651162790697
"boyCousinOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → fatherOf(A,C) ∧ sonOf(C,A)","A→[boyCousinOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A↔[fatherOf,sonOf]C",boyCousinOf,boyFirstCousinOnceRemovedOf,fatherOf,sonOf,20,110,0.0014470732942623544,0.18181818181818182
"girlFirstCousinOnceRemovedOf(A,B) ∧ boyCousinOf(C,B) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A→[girlFirstCousinOnceRemovedOf]B←[boyCousinOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondUncleOf]C",girlFirstCousinOnceRemovedOf,boyCousinOf,girlFirstCousinOnceRemovedOf,secondUncleOf,26,144,0.0018811952825410606,0.18055555555555555
"girlFirstCousinOnceRemovedOf(A,B) ∧ boyCousinOf(C,B) → daughterOf(A,C) ∧ fatherOf(C,A)","A→[girlFirstCousinOnceRemovedOf]B←[boyCousinOf]C ⇒ A↔[daughterOf,fatherOf]C",girlFirstCousinOnceRemovedOf,boyCousinOf,daughterOf,fatherOf,26,144,0.0018811952825410606,0.18055555555555555
"greatGranddaughterOf(A,B) ∧ granddaughterOf(C,B) → daughterOf(A,C) ∧ motherOf(C,A)","A→[greatGranddaughterOf]B←[granddaughterOf]C ⇒ A↔[daughterOf,motherOf]C",greatGranddaughterOf,granddaughterOf,daughterOf,motherOf,70,406,0.0050647565299182405,0.1724137931034483
"boySecondCousinOf(A,B) ∧ boySecondCousinOf(C,B) → boyCousinOf(A,C) ∧ boyCousinOf(C,A)","A→[boySecondCousinOf]B←[boySecondCousinOf]C ⇒ A↔[boyCousinOf,boyCousinOf]C",boySecondCousinOf,boySecondCousinOf,boyCousinOf,boyCousinOf,5,29,0.0003617683235655886,0.1724137931034483
"secondUncleOf(A,B) ∧ girlSecondCousinOf(C,B) → secondUncleOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[secondUncleOf]B←[girlSecondCousinOf]C ⇒ A↔[secondUncleOf,girlFirstCousinOnceRemovedOf]C",secondUncleOf,girlSecondCousinOf,secondUncleOf,girlFirstCousinOnceRemovedOf,6,35,0.0004341219882787063,0.17142857142857143
"nephewOf(A,B) ∧ sisterOf(C,B) → sonOf(A,C) ∧ motherOf(C,A)","A→[nephewOf]B←[sisterOf]C ⇒ A↔[sonOf,motherOf]C",nephewOf,sisterOf,sonOf,motherOf,44,261,0.0031835612473771796,0.1685823754789272
"greatGranddaughterOf(A,B) ∧ granddaughterOf(C,B) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A→[greatGranddaughterOf]B←[granddaughterOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondAuntOf]C",greatGranddaughterOf,granddaughterOf,girlFirstCousinOnceRemovedOf,secondAuntOf,68,406,0.004920049200492005,0.16748768472906403
"grandsonOf(A,B) ∧ daughterOf(C,B) → sonOf(A,C) ∧ motherOf(C,A)","A→[grandsonOf]B←[daughterOf]C ⇒ A↔[sonOf,motherOf]C",grandsonOf,daughterOf,sonOf,motherOf,39,235,0.002821792923811591,0.16595744680851063
"greatGranddaughterOf(A,B) ∧ grandsonOf(C,B) → daughterOf(A,C) ∧ fatherOf(C,A)","A→[greatGranddaughterOf]B←[grandsonOf]C ⇒ A↔[daughterOf,fatherOf]C",greatGranddaughterOf,grandsonOf,daughterOf,fatherOf,82,526,0.005933000506475653,0.155893536121673
"boySecondCousinOf(A,B) ∧ secondAuntOf(C,B) → sonOf(A,C) ∧ motherOf(C,A)","A→[boySecondCousinOf]B←[secondAuntOf]C ⇒ A↔[sonOf,motherOf]C",boySecondCousinOf,secondAuntOf,sonOf,motherOf,6,41,0.0004341219882787063,0.14634146341463414
"grandsonOf(A,B) ∧ greatGranddaughterOf(C,B) → secondUncleOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[grandsonOf]B←[greatGranddaughterOf]C ⇒ A↔[secondUncleOf,girlFirstCousinOnceRemovedOf]C",grandsonOf,greatGranddaughterOf,secondUncleOf,girlFirstCousinOnceRemovedOf,50,348,0.003617683235655886,0.14367816091954022
"girlCousinOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → motherOf(A,C) ∧ daughterOf(C,A)","A→[girlCousinOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A↔[motherOf,daughterOf]C",girlCousinOf,girlFirstCousinOnceRemovedOf,motherOf,daughterOf,14,109,0.0010129513059836481,0.12844036697247707
"boyFirstCousinOnceRemovedOf(A,B) ∧ boyCousinOf(C,B) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A→[boyFirstCousinOnceRemovedOf]B←[boyCousinOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondUncleOf]C",boyFirstCousinOnceRemovedOf,boyCousinOf,boyFirstCousinOnceRemovedOf,secondUncleOf,18,144,0.001302365964836119,0.125
"boySecondCousinOf(A,B) ∧ secondUncleOf(C,B) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A→[boySecondCousinOf]B←[secondUncleOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondUncleOf]C",boySecondCousinOf,secondUncleOf,boyFirstCousinOnceRemovedOf,secondUncleOf,7,60,0.0005064756529918241,0.11666666666666667
"boyFirstCousinOnceRemovedOf(A,B) ∧ girlCousinOf(C,B) → sonOf(A,C) ∧ motherOf(C,A)","A→[boyFirstCousinOnceRemovedOf]B←[girlCousinOf]C ⇒ A↔[sonOf,motherOf]C",boyFirstCousinOnceRemovedOf,girlCousinOf,sonOf,motherOf,14,121,0.0010129513059836481,0.11570247933884298
"boyFirstCousinOnceRemovedOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → boySecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A→[boyFirstCousinOnceRemovedOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A↔[boySecondCousinOf,girlSecondCousinOf]C",boyFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,boySecondCousinOf,girlSecondCousinOf,6,54,0.0004341219882787063,0.1111111111111111
"girlSecondCousinOf(A,B) ∧ secondAuntOf(C,B) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A→[girlSecondCousinOf]B←[secondAuntOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondAuntOf]C",girlSecondCousinOf,secondAuntOf,girlFirstCousinOnceRemovedOf,secondAuntOf,5,45,0.0003617683235655886,0.1111111111111111
"girlSecondCousinOf(A,B) ∧ boySecondCousinOf(C,B) → girlCousinOf(A,C) ∧ boyCousinOf(C,A)","A→[girlSecondCousinOf]B←[boySecondCousinOf]C ⇒ A↔[girlCousinOf,boyCousinOf]C",girlSecondCousinOf,boySecondCousinOf,girlCousinOf,boyCousinOf,2,18,0.00014470732942623544,0.1111111111111111
"girlCousinOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → motherOf(A,C) ∧ sonOf(C,A)","A→[girlCousinOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A↔[motherOf,sonOf]C",girlCousinOf,boyFirstCousinOnceRemovedOf,motherOf,sonOf,14,129,0.0010129513059836481,0.10852713178294573
"secondAuntOf(A,B) ∧ girlSecondCousinOf(C,B) → motherOf(A,C) ∧ daughterOf(C,A)","A→[secondAuntOf]B←[girlSecondCousinOf]C ⇒ A↔[motherOf,daughterOf]C",secondAuntOf,girlSecondCousinOf,motherOf,daughterOf,3,30,0.00021706099413935315,0.1
